,Commodity,Price,Date,Log_Price,Low_Temp,Hi_Temp,Precip_Type,Snow_Amt
87,"Natural Gas, Panhandle East, $ per MMBtu-I",2.03,2016-02-09,0.7080357930536959,25.52,39.72,,
88,"Natural Gas, Panhandle East, $ per MMBtu-I",1.98,2016-02-10,0.6830968447064438,27.19,70.24,,
89,"Natural Gas, Panhandle East, $ per MMBtu-I",1.95,2016-02-11,0.6678293725756554,30.23,47.6,,
90,"Natural Gas, Panhandle East, $ per MMBtu-I",1.81,2016-02-12,0.5933268452777344,21.2,40.14,,
91,"Natural Gas, Panhandle East, $ per MMBtu-I",1.66,2016-02-16,0.5068176023684519,31.77,53.5,rain,
92,"Natural Gas, Panhandle East, $ per MMBtu-I",1.65,2016-02-17,0.5007752879124892,49.84,67.36,,
93,"Natural Gas, Panhandle East, $ per MMBtu-I",1.62,2016-02-18,0.4824261492442928,55.31,75.8,,
94,"Natural Gas, Panhandle East, $ per MMBtu-I",1.59,2016-02-19,0.4637340162321402,42.39,70.29,,
95,"Natural Gas, Panhandle East, $ per MMBtu-I",1.64,2016-02-22,0.494696241836107,36.13,55.59,,
96,"Natural Gas, Panhandle East, $ per MMBtu-I",1.63,2016-02-23,0.4885800148186709,26.59,51.18,,
97,"Natural Gas, Panhandle East, $ per MMBtu-I",1.61,2016-02-24,0.4762341789963717,29.04,55.61,,
98,"Natural Gas, Panhandle East, $ per MMBtu-I",1.56,2016-02-25,0.44468582126144574,23.32,43.72,,
99,"Natural Gas, Panhandle East, $ per MMBtu-I",1.44,2016-02-26,0.36464311358790924,29.35,63.28,,
100,"Natural Gas, Panhandle East, $ per MMBtu-I",1.44,2016-02-29,0.36464311358790924,31.45,70.56,,
101,"Natural Gas, Panhandle East, $ per MMBtu-I",1.43,2016-03-01,0.3576744442718159,32.8,52.68,,
102,"Natural Gas, Panhandle East, $ per MMBtu-I",1.44,2016-03-02,0.36464311358790924,41.37,66.9,,
103,"Natural Gas, Panhandle East, $ per MMBtu-I",1.32,2016-03-04,0.27763173659827955,32.3,71.54,,
104,"Natural Gas, Panhandle East, $ per MMBtu-I",1.38,2016-03-07,0.3220834991691132,57.81,70.91,,
105,"Natural Gas, Panhandle East, $ per MMBtu-I",1.39,2016-03-08,0.3293037471426003,41.05,57.9,rain,
106,"Natural Gas, Panhandle East, $ per MMBtu-I",1.42,2016-03-09,0.35065687161316933,37.5,64.97,,
107,"Natural Gas, Panhandle East, $ per MMBtu-I",1.5,2016-03-10,0.4054651081081644,38.22,69.97,,
108,"Natural Gas, Panhandle East, $ per MMBtu-I",1.51,2016-03-11,0.412109650826833,50.41,70.36,,
109,"Natural Gas, Panhandle East, $ per MMBtu-I",1.45,2016-03-14,0.371563556432483,49.82,77.24,rain,
110,"Natural Gas, Panhandle East, $ per MMBtu-I",1.54,2016-03-15,0.43178241642553783,36.25,64.53,,
111,"Natural Gas, Panhandle East, $ per MMBtu-I",1.55,2016-03-16,0.4382549309311553,36.04,61.17,,
112,"Natural Gas, Panhandle East, $ per MMBtu-I",1.64,2016-03-17,0.494696241836107,41.1,64.88,,
113,"Natural Gas, Panhandle East, $ per MMBtu-I",1.64,2016-03-18,0.494696241836107,25.0,43.37,rain,
114,"Natural Gas, Panhandle East, $ per MMBtu-I",1.61,2016-03-21,0.4762341789963717,48.97,68.79,,
115,"Natural Gas, Panhandle East, $ per MMBtu-I",1.59,2016-03-22,0.4637340162321402,58.22,75.8,,
116,"Natural Gas, Panhandle East, $ per MMBtu-I",1.61,2016-03-23,0.4762341789963717,33.91,74.79,,
117,"Natural Gas, Panhandle East, $ per MMBtu-I",1.54,2016-03-24,0.43178241642553783,28.56,54.25,,
118,"Natural Gas, Panhandle East, $ per MMBtu-I",1.57,2016-03-28,0.45107561936021673,47.39,66.04,,
119,"Natural Gas, Panhandle East, $ per MMBtu-I",1.55,2016-03-29,0.4382549309311553,61.48,66.45,,
120,"Natural Gas, Panhandle East, $ per MMBtu-I",1.66,2016-03-30,0.5068176023684519,45.87,78.56,,
121,"Natural Gas, Panhandle East, $ per MMBtu-I",1.72,2016-03-31,0.5423242908253617,32.45,61.23,,
122,"Natural Gas, Panhandle East, $ per MMBtu-I",1.6,2016-04-01,0.47000362924573563,29.83,54.68,,
123,"Natural Gas, Panhandle East, $ per MMBtu-I",1.68,2016-04-04,0.5187937934151675,50.04,75.2,,
124,"Natural Gas, Panhandle East, $ per MMBtu-I",1.69,2016-04-05,0.5247285289349821,48.68,83.84,rain,
125,"Natural Gas, Panhandle East, $ per MMBtu-I",1.69,2016-04-06,0.5247285289349821,50.01,68.25,rain,
126,"Natural Gas, Panhandle East, $ per MMBtu-I",1.75,2016-04-07,0.5596157879354227,36.11,69.31,,
127,"Natural Gas, Panhandle East, $ per MMBtu-I",1.76,2016-04-08,0.5653138090500605,40.97,71.51,,
128,"Natural Gas, Panhandle East, $ per MMBtu-I",1.69,2016-04-11,0.5247285289349821,37.6,57.4,rain,
129,"Natural Gas, Panhandle East, $ per MMBtu-I",1.75,2016-04-12,0.5596157879354227,44.46,66.34,,
130,"Natural Gas, Panhandle East, $ per MMBtu-I",1.72,2016-04-13,0.5423242908253617,42.47,67.6,,
131,"Natural Gas, Panhandle East, $ per MMBtu-I",1.63,2016-04-14,0.4885800148186709,50.68,71.26,,
132,"Natural Gas, Panhandle East, $ per MMBtu-I",1.52,2016-04-15,0.41871033485818504,60.06,74.3,,
133,"Natural Gas, Panhandle East, $ per MMBtu-I",1.54,2016-04-18,0.43178241642553783,43.84,59.08,rain,
134,"Natural Gas, Panhandle East, $ per MMBtu-I",1.75,2016-04-19,0.5596157879354227,50.08,66.69,rain,
135,"Natural Gas, Panhandle East, $ per MMBtu-I",1.83,2016-04-20,0.6043159668533296,45.34,67.15,rain,
136,"Natural Gas, Panhandle East, $ per MMBtu-I",1.77,2016-04-21,0.5709795465857378,49.09,71.34,rain,
137,"Natural Gas, Panhandle East, $ per MMBtu-I",1.68,2016-04-22,0.5187937934151675,49.78,72.24,,
138,"Natural Gas, Panhandle East, $ per MMBtu-I",1.8,2016-04-25,0.5877866649021191,68.3,79.01,,
139,"Natural Gas, Panhandle East, $ per MMBtu-I",1.71,2016-04-26,0.5364933705145685,54.3,81.76,rain,
140,"Natural Gas, Panhandle East, $ per MMBtu-I",1.73,2016-04-27,0.5481214085096876,45.1,63.69,rain,
141,"Natural Gas, Panhandle East, $ per MMBtu-I",1.78,2016-04-28,0.5766133643039938,47.49,64.33,rain,
142,"Natural Gas, Panhandle East, $ per MMBtu-I",1.78,2016-04-29,0.5766133643039938,47.67,51.48,rain,
143,"Natural Gas, Panhandle East, $ per MMBtu-I",1.77,2016-05-02,0.5709795465857378,40.77,63.39,,
144,"Natural Gas, Panhandle East, $ per MMBtu-I",1.89,2016-05-03,0.636576829071551,49.08,71.01,,
145,"Natural Gas, Panhandle East, $ per MMBtu-I",1.92,2016-05-04,0.6523251860396901,44.1,72.6,,
146,"Natural Gas, Panhandle East, $ per MMBtu-I",1.89,2016-05-05,0.636576829071551,49.46,79.38,,
147,"Natural Gas, Panhandle East, $ per MMBtu-I",1.69,2016-05-06,0.5247285289349821,55.03,82.44,,
148,"Natural Gas, Panhandle East, $ per MMBtu-I",1.82,2016-05-09,0.598836501088704,50.59,78.28,rain,
149,"Natural Gas, Panhandle East, $ per MMBtu-I",1.88,2016-05-10,0.6312717768418578,56.23,84.27,,
150,"Natural Gas, Panhandle East, $ per MMBtu-I",1.83,2016-05-11,0.6043159668533296,51.36,73.02,,
151,"Natural Gas, Panhandle East, $ per MMBtu-I",1.9,2016-05-12,0.6418538861723947,52.65,75.78,,
152,"Natural Gas, Panhandle East, $ per MMBtu-I",1.78,2016-05-13,0.5766133643039938,43.33,82.9,rain,
153,"Natural Gas, Panhandle East, $ per MMBtu-I",1.78,2016-05-16,0.5766133643039938,50.3,59.05,rain,
154,"Natural Gas, Panhandle East, $ per MMBtu-I",1.8,2016-05-17,0.5877866649021191,42.8,60.59,rain,
155,"Natural Gas, Panhandle East, $ per MMBtu-I",1.73,2016-05-18,0.5481214085096876,47.24,65.79,rain,
156,"Natural Gas, Panhandle East, $ per MMBtu-I",1.62,2016-05-19,0.4824261492442928,54.19,58.99,rain,
157,"Natural Gas, Panhandle East, $ per MMBtu-I",1.59,2016-05-20,0.4637340162321402,57.17,68.73,rain,
158,"Natural Gas, Panhandle East, $ per MMBtu-I",1.78,2016-05-23,0.5766133643039938,65.05,73.31,rain,
159,"Natural Gas, Panhandle East, $ per MMBtu-I",1.73,2016-05-24,0.5481214085096876,61.63,81.47,rain,
160,"Natural Gas, Panhandle East, $ per MMBtu-I",1.62,2016-05-25,0.4824261492442928,70.31,89.89,rain,
161,"Natural Gas, Panhandle East, $ per MMBtu-I",1.65,2016-05-26,0.5007752879124892,58.33,82.43,rain,
162,"Natural Gas, Panhandle East, $ per MMBtu-I",1.67,2016-05-27,0.5128236264286637,56.79,75.36,rain,
163,"Natural Gas, Panhandle East, $ per MMBtu-I",1.91,2016-05-31,0.6471032420585384,60.28,77.24,rain,
164,"Natural Gas, Panhandle East, $ per MMBtu-I",2.05,2016-06-01,0.7178397931503168,60.6,78.18,rain,
165,"Natural Gas, Panhandle East, $ per MMBtu-I",2.07,2016-06-02,0.7275486072772777,57.65,82.57,rain,
166,"Natural Gas, Panhandle East, $ per MMBtu-I",2.05,2016-06-03,0.7178397931503168,64.15,85.93,,
167,"Natural Gas, Panhandle East, $ per MMBtu-I",2.07,2016-06-06,0.7275486072772777,64.92,91.13,,
168,"Natural Gas, Panhandle East, $ per MMBtu-I",2.11,2016-06-07,0.7466879474879751,64.78,85.36,,
169,"Natural Gas, Panhandle East, $ per MMBtu-I",2.15,2016-06-08,0.7654678421395714,70.45,94.35,,
170,"Natural Gas, Panhandle East, $ per MMBtu-I",2.13,2016-06-09,0.7561219797213337,72.38,91.96,,
171,"Natural Gas, Panhandle East, $ per MMBtu-I",2.17,2016-06-10,0.7747271675523681,71.92,93.16,,
172,"Natural Gas, Panhandle East, $ per MMBtu-I",2.2,2016-06-13,0.7884573603642703,71.9,89.21,,
173,"Natural Gas, Panhandle East, $ per MMBtu-I",2.19,2016-06-14,0.7839015438284094,68.96,93.33,,
174,"Natural Gas, Panhandle East, $ per MMBtu-I",2.26,2016-06-15,0.8153648132841944,69.17,101.49,rain,
175,"Natural Gas, Panhandle East, $ per MMBtu-I",2.33,2016-06-16,0.8458682675776092,76.51,97.42,rain,
176,"Natural Gas, Panhandle East, $ per MMBtu-I",2.44,2016-06-17,0.8919980393051105,67.18,97.22,,
177,"Natural Gas, Panhandle East, $ per MMBtu-I",2.55,2016-06-20,0.9360933591703348,73.29,94.87,,
178,"Natural Gas, Panhandle East, $ per MMBtu-I",2.59,2016-06-21,0.9516578757114463,74.76,96.83,,
179,"Natural Gas, Panhandle East, $ per MMBtu-I",2.61,2016-06-22,0.959350221334602,75.69,100.71,,
180,"Natural Gas, Panhandle East, $ per MMBtu-I",2.5,2016-06-23,0.9162907318741551,71.74,88.57,rain,
181,"Natural Gas, Panhandle East, $ per MMBtu-I",2.47,2016-06-24,0.9042181506398859,73.58,90.73,rain,
182,"Natural Gas, Panhandle East, $ per MMBtu-I",2.59,2016-06-27,0.9516578757114463,70.08,91.78,rain,
183,"Natural Gas, Panhandle East, $ per MMBtu-I",2.65,2016-06-28,0.9745596399981308,69.03,88.16,,
184,"Natural Gas, Panhandle East, $ per MMBtu-I",2.78,2016-06-29,1.0224509277025455,70.39,92.73,,
185,"Natural Gas, Panhandle East, $ per MMBtu-I",2.7,2016-06-30,0.9932517730102834,71.72,91.59,,
186,"Natural Gas, Panhandle East, $ per MMBtu-I",2.6,2016-07-01,0.9555114450274363,67.14,78.19,rain,
187,"Natural Gas, Panhandle East, $ per MMBtu-I",2.59,2016-07-05,0.9516578757114463,68.03,95.0,,
188,"Natural Gas, Panhandle East, $ per MMBtu-I",2.48,2016-07-06,0.9082585601768908,76.52,95.09,rain,
189,"Natural Gas, Panhandle East, $ per MMBtu-I",2.52,2016-07-07,0.9242589015233319,74.47,98.07,,
190,"Natural Gas, Panhandle East, $ per MMBtu-I",2.5,2016-07-08,0.9162907318741551,73.6,89.84,,
191,"Natural Gas, Panhandle East, $ per MMBtu-I",2.58,2016-07-11,0.9477893989335261,69.96,91.07,,
192,"Natural Gas, Panhandle East, $ per MMBtu-I",2.52,2016-07-12,0.9242589015233319,74.78,87.76,rain,
193,"Natural Gas, Panhandle East, $ per MMBtu-I",2.59,2016-07-13,0.9516578757114463,71.77,96.81,rain,
194,"Natural Gas, Panhandle East, $ per MMBtu-I",2.58,2016-07-14,0.9477893989335261,65.71,83.49,rain,
195,"Natural Gas, Panhandle East, $ per MMBtu-I",2.45,2016-07-15,0.8960880245566357,70.98,86.34,,
196,"Natural Gas, Panhandle East, $ per MMBtu-I",2.62,2016-07-18,0.9631743177730056,73.89,97.77,,
197,"Natural Gas, Panhandle East, $ per MMBtu-I",2.59,2016-07-19,0.9516578757114463,75.93,95.14,,
198,"Natural Gas, Panhandle East, $ per MMBtu-I",2.51,2016-07-20,0.9202827531436925,75.73,98.71,,
199,"Natural Gas, Panhandle East, $ per MMBtu-I",2.53,2016-07-21,0.9282193027394288,76.22,101.49,,
200,"Natural Gas, Panhandle East, $ per MMBtu-I",2.55,2016-07-22,0.9360933591703348,75.56,103.09,,
201,"Natural Gas, Panhandle East, $ per MMBtu-I",2.59,2016-07-25,0.9516578757114463,70.83,82.87,rain,
202,"Natural Gas, Panhandle East, $ per MMBtu-I",2.5,2016-07-26,0.9162907318741551,71.39,88.3,,
203,"Natural Gas, Panhandle East, $ per MMBtu-I",2.56,2016-07-27,0.9400072584914712,71.94,91.47,,
204,"Natural Gas, Panhandle East, $ per MMBtu-I",2.55,2016-07-28,0.9360933591703348,67.74,90.76,rain,
205,"Natural Gas, Panhandle East, $ per MMBtu-I",2.71,2016-07-29,0.9969486348916096,69.76,86.2,rain,
206,"Natural Gas, Panhandle East, $ per MMBtu-I",2.7,2016-08-01,0.9932517730102834,75.71,99.09,,
207,"Natural Gas, Panhandle East, $ per MMBtu-I",2.6,2016-08-02,0.9555114450274363,76.0,92.58,,
208,"Natural Gas, Panhandle East, $ per MMBtu-I",2.63,2016-08-03,0.9669838461896731,77.08,100.39,,
209,"Natural Gas, Panhandle East, $ per MMBtu-I",2.69,2016-08-04,0.9895411936137477,73.83,95.67,,
210,"Natural Gas, Panhandle East, $ per MMBtu-I",2.61,2016-08-05,0.959350221334602,71.27,82.0,rain,
211,"Natural Gas, Panhandle East, $ per MMBtu-I",2.62,2016-08-08,0.9631743177730056,73.2,86.64,rain,
212,"Natural Gas, Panhandle East, $ per MMBtu-I",2.56,2016-08-09,0.9400072584914712,73.51,92.76,,
213,"Natural Gas, Panhandle East, $ per MMBtu-I",2.54,2016-08-10,0.9321640810304452,76.33,93.25,rain,
214,"Natural Gas, Panhandle East, $ per MMBtu-I",2.44,2016-08-11,0.8919980393051105,73.01,97.42,rain,
215,"Natural Gas, Panhandle East, $ per MMBtu-I",2.48,2016-08-12,0.9082585601768908,65.76,84.26,rain,
216,"Natural Gas, Panhandle East, $ per MMBtu-I",2.46,2016-08-15,0.9001613499442714,64.98,86.86,,
217,"Natural Gas, Panhandle East, $ per MMBtu-I",2.47,2016-08-16,0.9042181506398859,66.73,92.0,,
218,"Natural Gas, Panhandle East, $ per MMBtu-I",2.48,2016-08-17,0.9082585601768908,69.7,91.8,,
219,"Natural Gas, Panhandle East, $ per MMBtu-I",2.47,2016-08-18,0.9042181506398859,70.15,87.93,,
220,"Natural Gas, Panhandle East, $ per MMBtu-I",2.41,2016-08-19,0.8796267475025636,64.15,89.57,rain,
221,"Natural Gas, Panhandle East, $ per MMBtu-I",2.45,2016-08-22,0.8960880245566357,71.58,83.62,,
222,"Natural Gas, Panhandle East, $ per MMBtu-I",2.47,2016-08-23,0.9042181506398859,73.73,88.81,,
223,"Natural Gas, Panhandle East, $ per MMBtu-I",2.52,2016-08-24,0.9242589015233319,66.52,89.05,rain,
224,"Natural Gas, Panhandle East, $ per MMBtu-I",2.62,2016-08-25,0.9631743177730056,66.27,79.49,rain,
225,"Natural Gas, Panhandle East, $ per MMBtu-I",2.62,2016-08-26,0.9631743177730056,67.02,82.24,rain,
226,"Natural Gas, Panhandle East, $ per MMBtu-I",2.75,2016-08-29,1.0116009116784799,70.72,86.37,,
227,"Natural Gas, Panhandle East, $ per MMBtu-I",2.81,2016-08-30,1.0331844833456545,69.48,86.77,rain,
228,"Natural Gas, Panhandle East, $ per MMBtu-I",2.74,2016-08-31,1.007957920399979,66.18,79.34,rain,
229,"Natural Gas, Panhandle East, $ per MMBtu-I",2.7,2016-09-01,0.9932517730102834,58.65,80.16,rain,
230,"Natural Gas, Panhandle East, $ per MMBtu-I",2.54,2016-09-02,0.9321640810304452,60.31,79.6,,
231,"Natural Gas, Panhandle East, $ per MMBtu-I",2.6,2016-09-06,0.9555114450274363,75.71,91.31,,
232,"Natural Gas, Panhandle East, $ per MMBtu-I",2.6,2016-09-07,0.9555114450274363,72.01,91.44,rain,
233,"Natural Gas, Panhandle East, $ per MMBtu-I",2.6,2016-09-08,0.9555114450274363,66.42,81.98,rain,
234,"Natural Gas, Panhandle East, $ per MMBtu-I",2.63,2016-09-09,0.9669838461896731,56.0,89.4,rain,
235,"Natural Gas, Panhandle East, $ per MMBtu-I",2.71,2016-09-12,0.9969486348916096,65.05,86.58,,
236,"Natural Gas, Panhandle East, $ per MMBtu-I",2.76,2016-09-13,1.0152306797290584,57.95,75.27,,
