Price,Date,Log_Price,Low_Temp,Hi_Temp,Precip_Type,Snow_Amt,Low_Temp_log
2.22,2016-01-27,0.7975071958841882,29.62,50.85,,,3.3884498088396526
2.11,2016-01-28,0.7466879474879751,34.58,61.69,,,3.5432754802551445
2.22,2016-01-29,0.7975071958841882,51.14,72.25,,,3.9345669698630408
2.1,2016-02-01,0.7419373447293773,68.96,74.76,,,4.233526626355437
1.98,2016-02-02,0.6830968447064438,43.51,71.93,rain,,3.772990796732589
2.05,2016-02-03,0.7178397931503168,33.22,58.83,,,3.503152104185149
2.03,2016-02-04,0.7080357930536959,27.76,54.55,,,3.3235961356386037
2.07,2016-02-05,0.7275486072772777,32.92,57.18,,,3.494080375808869
2.2,2016-02-08,0.7884573603642703,35.93,58.09,,,3.581572601125427
2.16,2016-02-09,0.7701082216960737,33.15,60.25,,,3.5010427166318716
2.11,2016-02-10,0.7466879474879751,46.81,62.62,,,3.846096855311979
2.09,2016-02-11,0.7371640659767196,55.77,77.26,,,4.021236090401462
2.05,2016-02-12,0.7178397931503168,46.26,74.94,,,3.8342776568032932
1.87,2016-02-16,0.6259384308664954,45.38,76.76,,,3.8150714793516958
1.88,2016-02-17,0.6312717768418578,39.82,69.1,,,3.6843692986360503
1.85,2016-02-18,0.6151856390902335,57.09,74.62,,,4.044628969976168
1.77,2016-02-19,0.5709795465857378,57.48,76.64,,,4.051437061210824
1.79,2016-02-22,0.5822156198526637,55.37,68.47,rain,,4.014037930834876
1.76,2016-02-23,0.5653138090500605,44.37,70.14,rain,,3.792563565390818
1.76,2016-02-24,0.5653138090500605,36.63,60.42,rain,,3.6008675767907232
1.75,2016-02-25,0.5596157879354227,35.36,67.54,,,3.5655812377694427
1.64,2016-02-26,0.49469624183610705,33.78,59.96,,,3.519868911379654
1.53,2016-02-29,0.4252677354043441,59.42,74.49,,,4.084630870034462
1.55,2016-03-01,0.4382549309311553,46.75,73.9,rain,,3.844814255734696
1.57,2016-03-02,0.4510756193602167,60.11,70.5,,,4.09617621705107
1.48,2016-03-04,0.3920420877760237,47.09,74.09,,,3.8520606642554633
1.5,2016-03-07,0.4054651081081644,64.39,75.35,,,4.164958341550092
1.51,2016-03-08,0.41210965082683293,69.12,72.97,rain,,4.2358441244958005
1.55,2016-03-09,0.4382549309311553,66.46,74.89,rain,,4.196600262926448
1.66,2016-03-10,0.5068176023684519,66.26,68.91,rain,,4.1935863968717495
1.68,2016-03-11,0.5187937934151675,60.41,73.29,rain,,4.101154654150649
1.65,2016-03-14,0.5007752879124892,65.77,84.88,,,4.186163807313259
1.75,2016-03-15,0.5596157879354227,62.9,80.66,,,4.141546163706395
1.72,2016-03-16,0.5423242908253617,65.49,79.25,,,4.181897459229962
1.79,2016-03-17,0.5822156198526637,56.56,78.72,rain,,4.0353020215883175
1.83,2016-03-18,0.6043159668533296,58.0,76.13,rain,,4.060443010546419
1.74,2016-03-21,0.5538851132264376,40.22,61.91,,,3.6943643843445058
1.74,2016-03-22,0.5538851132264376,57.22,69.89,,,4.0469034876219645
1.79,2016-03-23,0.5822156198526637,58.36,73.96,,,4.066630723654585
1.7,2016-03-24,0.5306282510621704,42.06,67.0,rain,,3.7390971702745537
1.73,2016-03-28,0.5481214085096876,57.58,75.47,,,4.05317528518403
1.75,2016-03-29,0.5596157879354227,65.93,73.16,rain,,4.188593573125209
1.83,2016-03-30,0.6043159668533296,71.54,75.95,rain,,4.2702567338308715
1.91,2016-03-31,0.6471032420585384,59.09,76.72,rain,,4.079061705357583
2.37,2016-11-01,0.8628899551470398,67.72,84.54,,,4.2153815572649345
2.2,2016-11-02,0.7884573603642703,63.61,83.96,,,4.152770690690713
2.33,2016-11-03,0.8458682675776092,61.82,84.81,,,4.124226936703971
2.12,2016-11-04,0.7514160886839212,61.0,84.22,rain,,4.110873864173311
2.28,2016-11-07,0.8241754429663494,63.31,70.12,rain,,4.148043294556035
2.28,2016-11-08,0.8241754429663494,62.45,70.33,rain,,4.134366236571586
2.17,2016-11-09,0.7747271675523681,49.51,73.92,rain,,3.9021746693733315
1.99,2016-11-10,0.688134638736401,53.42,68.52,,,3.9781852076818147
1.99,2016-11-11,0.688134638736401,50.01,72.96,,,3.9122229854308124
2.26,2016-11-14,0.8153648132841944,54.25,74.44,,,3.993602992420569
2.46,2016-11-15,0.9001613499442714,48.31,79.67,,,3.8776385785663154
2.43,2016-11-16,0.8878912573524571,50.78,82.22,,,3.9275025762765323
2.26,2016-11-17,0.8153648132841944,61.78,81.33,,,4.123579687490436
2.54,2016-11-18,0.9321640810304452,42.98,80.37,rain,,3.7607348912143643
2.77,2016-11-21,1.0188473201992472,49.2,69.87,,,3.8958936234982624
2.69,2016-11-22,0.9895411936137476,60.95,74.71,,,4.110053855927281
2.69,2016-11-23,0.9895411936137476,44.96,73.8,rain,,3.8057732055854356
2.88,2016-11-28,1.0577902941478543,56.65,74.92,rain,,4.036891987474015
3.05,2016-11-29,1.1151415906193205,57.04,81.56,rain,,4.04375277610604
3.27,2016-11-30,1.184789984909162,35.98,65.24,rain,,3.582963228522387
3.34,2016-12-01,1.205970806988609,42.84,64.23,,,3.757472245579548
3.34,2016-12-02,1.205970806988609,48.28,62.22,rain,,3.8770173962293306
3.54,2016-12-05,1.2641267271456829,49.76,54.49,rain,,3.907211448430924
3.6,2016-12-06,1.2809338454620642,52.3,61.94,,,3.9569963710708773
3.72,2016-12-07,1.3137236682850553,45.68,56.77,,,3.821660565347755
3.62,2016-12-08,1.2864740258376797,32.5,47.25,rain,,3.481240089335692
3.69,2016-12-09,1.3056264580524355,30.56,49.29,,,3.4196919642983197
3.49,2016-12-12,1.249901736214336,64.54,72.51,,,4.167285186623816
3.53,2016-12-13,1.2612978709452054,52.98,75.21,rain,,3.9699144838439238
3.49,2016-12-14,1.249901736214336,37.96,57.33,,,3.636532973741727
3.5,2016-12-15,1.2527629684953678,36.64,53.09,,,3.6011405398059297
3.42,2016-12-16,1.229640551074514,65.9,64.94,rain,,4.188138441508461
3.48,2016-12-19,1.2470322937863831,28.99,46.24,,,3.3669509429335642
3.28,2016-12-20,1.1878434223960523,44.99,58.61,,,3.806440242853081
3.45,2016-12-21,1.2383742310432684,56.01,68.36,,,4.025530246221741
3.5,2016-12-22,1.2527629684953678,50.82,71.21,,,3.928289977892018
3.51,2016-12-23,1.2556160374777745,65.22,68.9,rain,,4.177766170361173
3.52,2016-12-27,1.2584609896100056,64.75,78.7,rain,,4.1705337005796475
3.55,2016-12-28,1.2669476034873244,62.43,75.33,rain,,4.134045929073653
3.62,2016-12-29,1.2864740258376797,38.77,65.08,,,3.657646751682838
3.51,2016-12-30,1.2556160374777745,46.84,50.42,,,3.8467375387295166
3.31,2017-01-03,1.1969481893889715,45.61,74.01,rain,,3.820126990723609
3.28,2017-01-04,1.1878434223960523,42.09,51.04,,,3.7398101827824792
3.28,2017-01-05,1.1878434223960523,33.32,49.47,rain,,3.506157817298642
3.28,2017-01-06,1.1878434223960523,21.33,34.2,snow,1.3319999999999999,3.0601145324832593
3.09,2017-01-09,1.128171090909654,56.66,59.9,,,4.03706849440237
3.16,2017-01-10,1.1505720275988207,63.29,72.07,,,4.147727338787214
3.19,2017-01-11,1.1600209167967532,65.93,76.62,,,4.188593573125209
3.24,2017-01-12,1.175573329804238,65.9,77.91,,,4.188138441508461
3.27,2017-01-13,1.184789984909162,60.0,76.22,rain,,4.0943445622221
3.23,2017-01-17,1.1724821372345648,59.55,68.23,rain,,4.0868162958013095
3.17,2017-01-18,1.1537315878891892,65.12,74.12,rain,,4.176231721694285
3.12,2017-01-19,1.1378330018213911,57.86,65.92,rain,,4.058026299547989
3.12,2017-01-20,1.1378330018213911,57.29,76.83,rain,,4.048126088420487
3.07,2017-01-23,1.1216775615991057,41.96,67.61,,,3.7367167835280966
3.17,2017-01-24,1.1537315878891892,59.95,74.48,,,4.093510881473524
3.19,2017-01-25,1.1600209167967532,43.05,71.91,rain,,3.7623622308737397
3.36,2017-01-26,1.2119409739751128,35.65,55.57,,,3.573749146860305
3.22,2017-01-27,1.1693813595563172,41.53,52.53,,,3.726416057642662
3.14,2017-01-30,1.1442227999201622,44.64,75.92,,,3.7986303180730556
2.96,2017-01-31,1.0851892683359692,51.36,73.33,,,3.9388596593817056
3.05,2017-02-01,1.1151415906193205,58.78,76.07,,,4.073801660990771
3.06,2017-02-02,1.118414915964289,43.73,74.73,rain,,3.778034365424829
2.94,2017-02-03,1.0784095813505905,40.17,55.95,,,3.693120448371191
2.85,2017-02-06,1.0473189942805592,68.72,76.09,,,4.230040277676
2.95,2017-02-07,1.0818051703517284,66.44,82.12,rain,,4.196299284745094
3.01,2017-02-08,1.1019400787607845,49.84,84.83,,,3.908817874479198
3.03,2017-02-09,1.1085626195212777,41.32,65.76,,,3.721346644251438
2.83,2017-02-10,1.0402767116551463,67.51,69.81,,,4.21227573505378
2.82,2017-02-13,1.0367368849500225,57.4,68.05,,,4.050044303325521
2.8,2017-02-14,1.029619417181158,46.65,67.4,rain,,3.8426729272933526
2.85,2017-02-15,1.0473189942805592,35.36,58.52,,,3.5655812377694427
2.73,2017-02-16,1.0043016091968684,41.47,66.7,,,3.7249702742582897
2.66,2017-02-17,0.9783261227936078,52.49,64.87,rain,,3.9606226752642084
2.45,2017-02-21,0.8960880245566357,55.95,72.45,rain,,4.024458434757935
2.46,2017-02-22,0.9001613499442714,52.91,74.74,,,3.9685923569160404
2.51,2017-02-23,0.9202827531436923,62.48,77.41,,,4.1348465055314305
2.41,2017-02-24,0.8796267475025636,44.99,79.58,,,3.806440242853081
2.43,2017-02-27,0.8878912573524571,71.12,79.94,,,4.264368591205649
2.47,2017-02-28,0.904218150639886,70.96,79.01,rain,,4.262116338001324
2.57,2017-03-01,0.9439058989071284,44.92,81.45,rain,,3.8048831298702424
2.56,2017-03-02,0.9400072584914712,38.48,65.61,,,3.6501386257975055
2.51,2017-03-03,0.9202827531436923,43.76,69.88,,,3.7787201581137255
2.63,2017-03-06,0.9669838461896731,69.15,71.59,rain,,4.236278058110767
2.56,2017-03-07,0.9400072584914712,54.55,73.03,rain,,3.9991177122790798
2.68,2017-03-08,0.9858167945227654,63.49,72.67,,,4.150882413182359
2.8,2017-03-09,1.029619417181158,66.6,74.79,,,4.198704577546343
2.95,2017-03-10,1.0818051703517284,57.2,78.99,rain,,4.046553898385752
3.02,2017-03-13,1.1052568313867783,36.66,59.12,,,3.6016862424115588
3.01,2017-03-14,1.1019400787607845,42.19,63.42,,,3.7421832261362473
2.95,2017-03-15,1.0818051703517284,41.53,60.99,,,3.726416057642662
2.81,2017-03-16,1.0331844833456545,56.95,64.02,,,4.0421736898931915
2.8,2017-03-17,1.029619417181158,57.44,75.05,,,4.050740924739968
2.88,2017-03-20,1.0577902941478543,63.07,82.96,,,4.14424522067556
3.03,2017-03-21,1.1085626195212777,63.83,83.14,,,4.156223299267966
2.93,2017-03-22,1.075002423028976,62.74,82.36,,,4.138999202762532
2.87,2017-03-23,1.0543120297715298,65.09,83.62,rain,,4.175770927584296
2.88,2017-03-24,1.0577902941478543,59.26,77.59,,,4.081934542145419
2.94,2017-03-27,1.0784095813505905,68.91,80.2,,,4.232801305369117
2.91,2017-03-28,1.0681530811834012,68.59,84.21,,,4.22814675151123
3.02,2017-03-29,1.1052568313867783,61.52,78.56,rain,,4.119362325197389
3.01,2017-03-30,1.1019400787607845,51.0,73.82,rain,,3.9318256327243257
3.01,2017-03-31,1.1019400787607845,57.02,81.05,,,4.043402083484526
2.7,2017-11-02,0.9932517730102834,73.73,83.53,rain,,4.300409772001559
2.73,2017-11-03,1.0043016091968684,71.29,85.15,,,4.266756065129537
3.0,2017-11-06,1.0986122886681098,71.35,85.37,,,4.267597343922845
3.04,2017-11-07,1.1118575154181305,59.83,83.09,,,4.09150720740194
3.13,2017-11-08,1.1410330045520618,49.33,60.84,rain,,3.8985324152456466
3.16,2017-11-09,1.1505720275988207,44.82,60.7,rain,,3.802654468372781
3.1,2017-11-10,1.1314021114911006,45.71,67.9,,,3.822317092343653
3.07,2017-11-13,1.1216775615991057,51.3,73.34,,,3.937690752176724
3.03,2017-11-14,1.1085626195212777,50.45,73.88,rain,,3.920982746799618
3.05,2017-11-15,1.1151415906193205,54.4,75.03,rain,,3.996364153861897
3.0,2017-11-16,1.0986122886681098,58.22,76.45,,,4.064228938317477
3.0,2017-11-17,1.0986122886681098,70.27,79.09,,,4.252344965204106
3.0,2017-11-20,1.0986122886681098,39.98,60.58,,,3.6883793290722537
2.99,2017-11-21,1.095273387402595,50.38,57.91,rain,,3.919594270924464
2.88,2017-11-22,1.0577902941478543,32.6,63.09,rain,,3.484312288372662
2.77,2017-11-27,1.0188473201992472,38.25,69.63,,,3.644143560272545
2.88,2017-11-28,1.0577902941478543,58.73,72.0,,,4.072950669534428
3.04,2017-11-29,1.1118575154181305,53.46,74.35,rain,,3.978933710710773
2.92,2017-11-30,1.0715836162801904,46.75,71.75,,,3.844814255734696
2.83,2017-12-01,1.0402767116551463,43.88,71.05,,,3.7814586354070294
2.84,2017-12-04,1.043804052173115,69.22,78.5,rain,,4.237289838207198
2.85,2017-12-05,1.0473189942805592,40.03,72.61,rain,,3.6896291730044823
2.9,2017-12-06,1.0647107369924282,40.76,41.46,rain,,3.707701208354524
2.78,2017-12-07,1.0224509277025455,32.0,47.35,rain,,3.4657359027997265
2.74,2017-12-08,1.0079579203999791,25.61,38.55,snow,0.161,3.242982900211434
2.8,2017-12-11,1.029619417181158,42.11,70.01,,,3.740285242173836
2.79,2017-12-12,1.0260415958332745,28.65,61.16,,,3.3551534431607486
2.67,2017-12-13,0.9820784724121582,36.32,57.9,,,3.5923685537330927
2.67,2017-12-14,0.9820784724121582,42.51,58.36,,,3.749739342370699
2.62,2017-12-15,0.9631743177730056,35.05,51.27,,,3.5567756134805992
2.69,2017-12-18,0.9895411936137476,61.91,66.58,rain,,4.12568171753114
2.74,2017-12-19,1.0079579203999791,63.57,74.12,rain,,4.152141660948318
2.65,2017-12-20,0.9745596399981308,46.11,72.17,rain,,3.8310298462186143
2.55,2017-12-21,0.9360933591703348,69.56,72.16,rain,,4.242189689486082
2.61,2017-12-22,0.9593502213346021,43.86,77.74,rain,,3.781002742989742
2.68,2017-12-26,0.9858167945227654,37.65,45.01,rain,,3.6283329542459026
2.75,2017-12-27,1.01160091167848,32.55,41.69,rain,,3.482777368654578
2.95,2017-12-28,1.0818051703517284,33.83,39.54,rain,,3.521347982792617
3.58,2017-12-29,1.2753628004126092,47.39,51.28,,,3.858411235979497
6.51,2018-01-02,1.8733394562204781,25.76,33.23,,,3.248822901236153
6.88,2018-01-03,1.928618651945252,23.71,41.47,,,3.165896900077314
4.32,2018-01-04,1.4632554022560191,29.35,49.46,,,3.3792925462741055
2.87,2018-01-05,1.0543120297715298,29.41,54.52,,,3.3813347525659037
2.85,2018-01-08,1.0473189942805592,47.59,57.41,rain,,3.862622655133019
2.87,2018-01-09,1.0543120297715298,50.03,53.27,,,3.912622825500114
3.06,2018-01-10,1.118414915964289,56.34,66.5,rain,,4.0314047624482265
3.14,2018-01-11,1.1442227999201622,31.41,70.17,rain,,3.447126313550555
4.2,2018-01-12,1.4350845252893227,28.08,43.98,,,3.3350575791576103
4.69,2018-01-16,1.5454325824581883,15.81,35.24,snow,0.188,2.7606426512213806
3.84,2018-01-17,1.3454723665996355,16.95,33.77,snow,0.075,2.830267833826459
3.33,2018-01-18,1.2029723039923526,35.45,45.42,rain,,3.5681232529781366
3.2,2018-01-19,1.1631508098056809,44.29,55.07,,,3.790758917935107
3.06,2018-01-22,1.118414915964289,34.63,64.67,rain,,3.5447203584143305
3.4,2018-01-23,1.2237754316221157,32.53,60.26,,,3.48216274048526
3.63,2018-01-24,1.289232648276759,29.45,62.14,,,3.3826939100975957
3.51,2018-01-25,1.2556160374777745,41.44,60.85,,,3.7242465979512276
3.43,2018-01-26,1.2325602611778486,58.69,67.6,,,4.072269354570243
3.73,2018-01-29,1.316408233655724,34.16,63.82,rain,,3.531055368920369
3.64,2018-01-30,1.2919836816486494,31.99,56.45,rain,,3.4654233539614268
3.24,2018-01-31,1.175573329804238,51.31,66.01,rain,,3.9378856649538734
3.01,2018-02-01,1.1019400787607845,44.46,72.13,rain,,3.7945899085360506
2.83,2018-02-02,1.0402767116551463,39.27,52.37,,,3.6704608685899185
2.77,2018-02-05,1.0188473201992472,55.62,58.14,,,4.018542848805819
2.72,2018-02-06,1.0006318803079057,46.28,70.21,rain,,3.834709902325476
2.71,2018-02-07,0.9969486348916096,33.61,48.36,rain,,3.5148236417370144
2.71,2018-02-08,0.9969486348916096,45.4,63.08,rain,,3.8155121050473024
2.57,2018-02-09,0.9439058989071284,59.86,67.98,rain,,4.0920085024245525
2.56,2018-02-12,0.9400072584914712,40.99,46.52,,,3.7133281345162463
2.53,2018-02-13,0.9282193027394288,54.98,54.43,rain,,4.0069694827371
2.45,2018-02-14,0.8960880245566357,66.12,75.1,rain,,4.191471272952824
2.46,2018-02-15,0.9001613499442714,66.74,78.17,,,4.2008044733232275
2.44,2018-02-16,0.8919980393051105,56.28,77.8,rain,,4.030339232246188
2.55,2018-02-20,0.9360933591703348,71.99,78.58,rain,,4.276527220481212
2.58,2018-02-21,0.947789398933526,59.78,76.84,rain,,4.090671156855792
2.54,2018-02-22,0.9321640810304452,68.51,79.51,rain,,4.226979720014808
2.48,2018-02-23,0.9082585601768908,70.27,82.63,rain,,4.252344965204106
2.54,2018-02-26,0.9321640810304452,54.56,65.01,rain,,3.9993010135352067
2.53,2018-02-27,0.9282193027394288,69.37,71.86,rain,,4.23945449739721
2.55,2018-02-28,0.9360933591703348,64.75,80.79,,,4.1705337005796475
2.61,2018-03-01,0.9593502213346021,54.47,70.72,rain,,3.9976500913955832
2.59,2018-03-02,0.9516578757114464,46.76,72.58,,,3.8450281366038674
2.61,2018-03-05,0.9593502213346021,45.91,74.91,rain,,3.826682958261131
2.67,2018-03-06,0.9820784724121582,42.14,69.45,rain,,3.740997408376043
2.72,2018-03-07,1.0006318803079057,38.59,60.25,,,3.6529931755495273
2.66,2018-03-08,0.9783261227936078,39.32,66.0,,,3.671733295278966
2.66,2018-03-09,0.9783261227936078,57.0,70.08,,,4.04305126783455
2.74,2018-03-12,1.0079579203999791,37.88,61.61,,,3.6344232683178777
2.75,2018-03-13,1.01160091167848,38.04,65.72,,,3.6386382376771897
2.65,2018-03-14,0.9745596399981308,38.5,67.36,,,3.6506582412937387
2.64,2018-03-15,0.9707789171582248,62.15,71.59,,,4.12955081795672
2.59,2018-03-16,0.9516578757114464,68.13,79.17,,,4.221417644785577
2.63,2018-03-19,0.9669838461896731,49.58,84.54,rain,,3.9035875266070446
2.66,2018-03-20,0.9783261227936078,41.74,67.93,,,3.7314599016490546
2.66,2018-03-21,0.9783261227936078,44.17,71.36,,,3.7880458256084353
2.59,2018-03-22,0.9516578757114464,47.36,74.51,,,3.8577779905757503
2.55,2018-03-23,0.9360933591703348,63.31,76.36,,,4.148043294556035
2.55,2018-03-26,0.9360933591703348,71.27,81.07,,,4.266475481513779
2.57,2018-03-27,0.9439058989071284,68.98,78.77,,,4.233816607508695
2.59,2018-03-28,0.9516578757114464,59.2,77.95,rain,,4.0809215418899605
2.67,2018-03-29,0.9820784724121582,54.21,74.53,rain,,3.992865393272247
