,Commodity,Price,Date,Log_Price,Low_Temp,Hi_Temp,Precip_Type,Snow_Amt
59,"Natural Gas, Opal, $ per MMBtu-I",2.71,2015-12-28,0.9969486348916096,-6,12.2,,
60,"Natural Gas, Opal, $ per MMBtu-I",2.57,2015-12-30,0.9439058989071284,-11.47,15.97,,
61,"Natural Gas, Opal, $ per MMBtu-I",2.51,2015-12-31,0.9202827531436925,-17.36,10.56,,
62,"Natural Gas, Opal, $ per MMBtu-I",2.48,2016-01-04,0.9082585601768908,14.3,28.26,,
63,"Natural Gas, Opal, $ per MMBtu-I",2.41,2016-01-05,0.8796267475025636,20.8,28.4,snow,0.171
64,"Natural Gas, Opal, $ per MMBtu-I",2.43,2016-01-06,0.8878912573524571,20.82,31.42,snow,0.104
65,"Natural Gas, Opal, $ per MMBtu-I",2.46,2016-01-07,0.9001613499442714,18.69,29.51,snow,0.393
66,"Natural Gas, Opal, $ per MMBtu-I",2.56,2016-01-08,0.9400072584914712,13.25,26.41,snow,0.386
67,"Natural Gas, Opal, $ per MMBtu-I",2.47,2016-01-11,0.9042181506398859,0.22,18.52,,
68,"Natural Gas, Opal, $ per MMBtu-I",2.32,2016-01-12,0.8415671856782185,6.2,26.08,,
69,"Natural Gas, Opal, $ per MMBtu-I",2.22,2016-01-13,0.7975071958841882,13.39,32.17,,
70,"Natural Gas, Opal, $ per MMBtu-I",2.18,2016-01-14,0.7793248768009977,8.5,26.19,,
71,"Natural Gas, Opal, $ per MMBtu-I",2.15,2016-01-15,0.7654678421395714,15.63,22.72,,
72,"Natural Gas, Opal, $ per MMBtu-I",2.14,2016-01-19,0.7608058290337602,19.32,25.93,snow,0.056
73,"Natural Gas, Opal, $ per MMBtu-I",2.07,2016-01-20,0.7275486072772777,11.93,25.79,snow,0.14
74,"Natural Gas, Opal, $ per MMBtu-I",2.06,2016-01-21,0.7227059828014898,9.16,29.18,snow,0.029
75,"Natural Gas, Opal, $ per MMBtu-I",2.03,2016-01-22,0.7080357930536959,4.66,33.15,,
76,"Natural Gas, Opal, $ per MMBtu-I",2.09,2016-01-25,0.7371640659767196,5.25,24.39,snow,0.083
77,"Natural Gas, Opal, $ per MMBtu-I",2.11,2016-01-26,0.7466879474879751,7.78,24.98,,
78,"Natural Gas, Opal, $ per MMBtu-I",2.07,2016-01-27,0.7275486072772777,12.38,30.69,,
79,"Natural Gas, Opal, $ per MMBtu-I",1.94,2016-01-28,0.6626879730752367,19.4,36.33,snow,0
80,"Natural Gas, Opal, $ per MMBtu-I",2.21,2016-01-29,0.7929925155296614,24.38,34.17,snow,0.079
81,"Natural Gas, Opal, $ per MMBtu-I",2.13,2016-02-01,0.7561219797213337,1.16,19.22,,
82,"Natural Gas, Opal, $ per MMBtu-I",2.0,2016-02-02,0.6931471805599453,1.58,16.02,snow,0.023
83,"Natural Gas, Opal, $ per MMBtu-I",2.01,2016-02-03,0.6981347220709843,-0.1,17.29,snow,0.034
84,"Natural Gas, Opal, $ per MMBtu-I",1.96,2016-02-04,0.6729444732424258,12.21,20.52,,
85,"Natural Gas, Opal, $ per MMBtu-I",1.94,2016-02-05,0.6626879730752367,17.94,25.71,snow,0.018
86,"Natural Gas, Opal, $ per MMBtu-I",2.05,2016-02-08,0.7178397931503168,17.96,37.28,,
87,"Natural Gas, Opal, $ per MMBtu-I",1.96,2016-02-09,0.6729444732424258,9.45,38.76,,
88,"Natural Gas, Opal, $ per MMBtu-I",1.88,2016-02-10,0.6312717768418578,17.53,41.65,,
89,"Natural Gas, Opal, $ per MMBtu-I",1.85,2016-02-11,0.6151856390902335,19,42.26,,
90,"Natural Gas, Opal, $ per MMBtu-I",1.74,2016-02-12,0.5538851132264376,21.8,45.03,,
91,"Natural Gas, Opal, $ per MMBtu-I",1.64,2016-02-16,0.494696241836107,23.79,41.36,rain,
92,"Natural Gas, Opal, $ per MMBtu-I",1.63,2016-02-17,0.4885800148186709,34.87,43.81,,
93,"Natural Gas, Opal, $ per MMBtu-I",1.59,2016-02-18,0.4637340162321402,20.99,40.13,rain,
94,"Natural Gas, Opal, $ per MMBtu-I",1.55,2016-02-19,0.4382549309311553,26.46,38.45,snow,0.055
95,"Natural Gas, Opal, $ per MMBtu-I",1.62,2016-02-22,0.4824261492442928,5.67,31.06,snow,0.03
96,"Natural Gas, Opal, $ per MMBtu-I",1.64,2016-02-23,0.494696241836107,5.86,29.83,snow,0.103
97,"Natural Gas, Opal, $ per MMBtu-I",1.61,2016-02-24,0.4762341789963717,15.41,34.28,,
98,"Natural Gas, Opal, $ per MMBtu-I",1.55,2016-02-25,0.4382549309311553,16.6,41.21,,
99,"Natural Gas, Opal, $ per MMBtu-I",1.44,2016-02-26,0.36464311358790924,22.23,44.74,,
100,"Natural Gas, Opal, $ per MMBtu-I",1.4,2016-02-29,0.3364722366212129,19.31,35.15,snow,0.025
101,"Natural Gas, Opal, $ per MMBtu-I",1.4,2016-03-01,0.3364722366212129,28.31,38.66,,
102,"Natural Gas, Opal, $ per MMBtu-I",1.48,2016-03-02,0.3920420877760237,19.2,38.08,snow,0
103,"Natural Gas, Opal, $ per MMBtu-I",1.28,2016-03-04,0.2468600779315258,28.46,49.85,,
104,"Natural Gas, Opal, $ per MMBtu-I",1.4,2016-03-07,0.3364722366212129,12.32,36.01,snow,0.004
105,"Natural Gas, Opal, $ per MMBtu-I",1.4,2016-03-08,0.3364722366212129,24.65,38.97,,
106,"Natural Gas, Opal, $ per MMBtu-I",1.43,2016-03-09,0.3576744442718159,22.07,37.25,snow,0.102
107,"Natural Gas, Opal, $ per MMBtu-I",1.47,2016-03-10,0.3852624007906449,24.88,50.24,,
108,"Natural Gas, Opal, $ per MMBtu-I",1.49,2016-03-11,0.3987761199573678,26.81,51.75,,
109,"Natural Gas, Opal, $ per MMBtu-I",1.52,2016-03-14,0.41871033485818504,19.39,31.35,snow,0.338
110,"Natural Gas, Opal, $ per MMBtu-I",1.58,2016-03-15,0.4574248470388755,19,25,,
111,"Natural Gas, Opal, $ per MMBtu-I",1.52,2016-03-16,0.41871033485818504,22.57,28.94,snow,0.263
112,"Natural Gas, Opal, $ per MMBtu-I",1.62,2016-03-17,0.4824261492442928,10.33,29.03,snow,0.289
113,"Natural Gas, Opal, $ per MMBtu-I",1.64,2016-03-18,0.494696241836107,3.9,29.63,snow,0.051
114,"Natural Gas, Opal, $ per MMBtu-I",1.6,2016-03-21,0.47000362924573563,30.7,50.18,,
115,"Natural Gas, Opal, $ per MMBtu-I",1.61,2016-03-22,0.4762341789963717,25.91,33.19,snow,0.358
116,"Natural Gas, Opal, $ per MMBtu-I",1.61,2016-03-23,0.4762341789963717,23.9,35.32,,
117,"Natural Gas, Opal, $ per MMBtu-I",1.57,2016-03-24,0.45107561936021673,21.65,37.68,,
118,"Natural Gas, Opal, $ per MMBtu-I",1.56,2016-03-28,0.44468582126144574,32.16,38.75,snow,0.166
119,"Natural Gas, Opal, $ per MMBtu-I",1.61,2016-03-29,0.4762341789963717,25.99,33.81,snow,0.456
120,"Natural Gas, Opal, $ per MMBtu-I",1.72,2016-03-30,0.5423242908253617,28.31,36.25,snow,1.45
121,"Natural Gas, Opal, $ per MMBtu-I",1.74,2016-03-31,0.5538851132264376,15.17,37.17,snow,0
122,"Natural Gas, Opal, $ per MMBtu-I",1.61,2016-04-01,0.4762341789963717,20.79,44.11,,
123,"Natural Gas, Opal, $ per MMBtu-I",1.69,2016-04-04,0.5247285289349821,27.51,55.21,rain,
124,"Natural Gas, Opal, $ per MMBtu-I",1.72,2016-04-05,0.5423242908253617,26.58,40.43,,
125,"Natural Gas, Opal, $ per MMBtu-I",1.7,2016-04-06,0.5306282510621704,28.27,50.85,,
126,"Natural Gas, Opal, $ per MMBtu-I",1.74,2016-04-07,0.5538851132264376,32.76,60.41,,
127,"Natural Gas, Opal, $ per MMBtu-I",1.74,2016-04-08,0.5538851132264376,30.14,61.77,,
128,"Natural Gas, Opal, $ per MMBtu-I",1.69,2016-04-11,0.5247285289349821,30.56,53.26,rain,
129,"Natural Gas, Opal, $ per MMBtu-I",1.74,2016-04-12,0.5538851132264376,33.45,59.38,,
130,"Natural Gas, Opal, $ per MMBtu-I",1.74,2016-04-13,0.5538851132264376,37.39,45.28,rain,
131,"Natural Gas, Opal, $ per MMBtu-I",1.69,2016-04-14,0.5247285289349821,22.86,43.37,rain,
132,"Natural Gas, Opal, $ per MMBtu-I",1.57,2016-04-15,0.45107561936021673,20.65,40.92,snow,0.011
133,"Natural Gas, Opal, $ per MMBtu-I",1.57,2016-04-18,0.45107561936021673,30.92,42.88,,
134,"Natural Gas, Opal, $ per MMBtu-I",1.76,2016-04-19,0.5653138090500605,33.56,51.42,rain,
135,"Natural Gas, Opal, $ per MMBtu-I",1.85,2016-04-20,0.6151856390902335,36.14,61.4,rain,
136,"Natural Gas, Opal, $ per MMBtu-I",1.76,2016-04-21,0.5653138090500605,37.32,65.25,,
137,"Natural Gas, Opal, $ per MMBtu-I",1.68,2016-04-22,0.5187937934151675,43.03,65.65,,
138,"Natural Gas, Opal, $ per MMBtu-I",1.8,2016-04-25,0.5877866649021191,33.27,46.81,rain,
139,"Natural Gas, Opal, $ per MMBtu-I",1.69,2016-04-26,0.5247285289349821,28.43,37.97,snow,0.316
140,"Natural Gas, Opal, $ per MMBtu-I",1.71,2016-04-27,0.5364933705145685,30.8,47.65,rain,
141,"Natural Gas, Opal, $ per MMBtu-I",1.74,2016-04-28,0.5538851132264376,29.5,38.64,,
142,"Natural Gas, Opal, $ per MMBtu-I",1.74,2016-04-29,0.5538851132264376,31.38,42.12,,
143,"Natural Gas, Opal, $ per MMBtu-I",1.79,2016-05-02,0.5822156198526637,29.52,57.26,,
144,"Natural Gas, Opal, $ per MMBtu-I",1.87,2016-05-03,0.6259384308664954,31.42,64.9,,
145,"Natural Gas, Opal, $ per MMBtu-I",1.92,2016-05-04,0.6523251860396901,39.13,67.62,,
146,"Natural Gas, Opal, $ per MMBtu-I",1.9,2016-05-05,0.6418538861723947,48.49,69.89,,
147,"Natural Gas, Opal, $ per MMBtu-I",1.68,2016-05-06,0.5187937934151675,38.33,53.67,rain,
148,"Natural Gas, Opal, $ per MMBtu-I",1.9,2016-05-09,0.6418538861723947,29.83,53.31,rain,
149,"Natural Gas, Opal, $ per MMBtu-I",1.9,2016-05-10,0.6418538861723947,23.87,38.6,rain,
150,"Natural Gas, Opal, $ per MMBtu-I",1.87,2016-05-11,0.6259384308664954,25.85,48.54,,
151,"Natural Gas, Opal, $ per MMBtu-I",1.9,2016-05-12,0.6418538861723947,31.14,60.88,,
152,"Natural Gas, Opal, $ per MMBtu-I",1.75,2016-05-13,0.5596157879354227,33.7,67.97,,
153,"Natural Gas, Opal, $ per MMBtu-I",1.76,2016-05-16,0.5653138090500605,36.34,47.82,rain,
154,"Natural Gas, Opal, $ per MMBtu-I",1.78,2016-05-17,0.5766133643039938,32.92,50.39,rain,
155,"Natural Gas, Opal, $ per MMBtu-I",1.72,2016-05-18,0.5423242908253617,35.78,59.74,rain,
156,"Natural Gas, Opal, $ per MMBtu-I",1.6,2016-05-19,0.47000362924573563,36.99,63.67,rain,
157,"Natural Gas, Opal, $ per MMBtu-I",1.56,2016-05-20,0.44468582126144574,41.16,61.68,rain,
158,"Natural Gas, Opal, $ per MMBtu-I",1.78,2016-05-23,0.5766133643039938,33.07,53.57,rain,
159,"Natural Gas, Opal, $ per MMBtu-I",1.74,2016-05-24,0.5538851132264376,33.37,53.15,rain,
160,"Natural Gas, Opal, $ per MMBtu-I",1.61,2016-05-25,0.4762341789963717,31.73,51.46,rain,
161,"Natural Gas, Opal, $ per MMBtu-I",1.58,2016-05-26,0.4574248470388755,34.25,56.77,rain,
162,"Natural Gas, Opal, $ per MMBtu-I",1.6,2016-05-27,0.47000362924573563,33.51,56.53,,
163,"Natural Gas, Opal, $ per MMBtu-I",1.99,2016-05-31,0.688134638736401,35.25,63,,
164,"Natural Gas, Opal, $ per MMBtu-I",2.13,2016-06-01,0.7561219797213337,38.04,67.72,,
165,"Natural Gas, Opal, $ per MMBtu-I",2.15,2016-06-02,0.7654678421395714,44.9,70.62,,
166,"Natural Gas, Opal, $ per MMBtu-I",2.08,2016-06-03,0.7323678937132266,42.76,70.1,,
167,"Natural Gas, Opal, $ per MMBtu-I",2.12,2016-06-06,0.7514160886839212,48.01,70.13,,
168,"Natural Gas, Opal, $ per MMBtu-I",2.09,2016-06-07,0.7371640659767196,45.14,74.27,,
169,"Natural Gas, Opal, $ per MMBtu-I",2.13,2016-06-08,0.7561219797213337,49.12,75.61,rain,
170,"Natural Gas, Opal, $ per MMBtu-I",2.09,2016-06-09,0.7371640659767196,44.25,77.58,,
171,"Natural Gas, Opal, $ per MMBtu-I",2.14,2016-06-10,0.7608058290337602,46.04,73.58,,
172,"Natural Gas, Opal, $ per MMBtu-I",2.22,2016-06-13,0.7975071958841882,36.71,62.26,rain,
173,"Natural Gas, Opal, $ per MMBtu-I",2.21,2016-06-14,0.7929925155296614,40.07,66.61,rain,
174,"Natural Gas, Opal, $ per MMBtu-I",2.27,2016-06-15,0.8197798314933114,44.46,73.31,,
175,"Natural Gas, Opal, $ per MMBtu-I",2.3,2016-06-16,0.8329091229351039,38.58,67.52,,
176,"Natural Gas, Opal, $ per MMBtu-I",2.47,2016-06-17,0.9042181506398859,41.21,74.61,,
177,"Natural Gas, Opal, $ per MMBtu-I",2.59,2016-06-20,0.9516578757114463,47.42,83.18,,
178,"Natural Gas, Opal, $ per MMBtu-I",2.6,2016-06-21,0.9555114450274363,42.18,79.45,,
179,"Natural Gas, Opal, $ per MMBtu-I",2.61,2016-06-22,0.959350221334602,49.4,79.91,,
180,"Natural Gas, Opal, $ per MMBtu-I",2.52,2016-06-23,0.9242589015233319,43.09,81.06,,
181,"Natural Gas, Opal, $ per MMBtu-I",2.5,2016-06-24,0.9162907318741551,38.2,75.57,,
182,"Natural Gas, Opal, $ per MMBtu-I",2.65,2016-06-27,0.9745596399981308,49.87,81.93,,
183,"Natural Gas, Opal, $ per MMBtu-I",2.68,2016-06-28,0.9858167945227654,49.59,85.22,,
184,"Natural Gas, Opal, $ per MMBtu-I",2.78,2016-06-29,1.0224509277025455,55.47,79.58,rain,
185,"Natural Gas, Opal, $ per MMBtu-I",2.66,2016-06-30,0.9783261227936078,45.69,65.61,rain,
186,"Natural Gas, Opal, $ per MMBtu-I",2.51,2016-07-01,0.9202827531436925,45.1,73.35,rain,
187,"Natural Gas, Opal, $ per MMBtu-I",2.45,2016-07-05,0.8960880245566357,46.89,75.19,,
188,"Natural Gas, Opal, $ per MMBtu-I",2.32,2016-07-06,0.8415671856782185,43.76,71.84,,
189,"Natural Gas, Opal, $ per MMBtu-I",2.47,2016-07-07,0.9042181506398859,44.87,71.63,,
190,"Natural Gas, Opal, $ per MMBtu-I",2.5,2016-07-08,0.9162907318741551,46.79,79.51,,
191,"Natural Gas, Opal, $ per MMBtu-I",2.69,2016-07-11,0.9895411936137477,33.7,61.11,,
192,"Natural Gas, Opal, $ per MMBtu-I",2.6,2016-07-12,0.9555114450274363,39.65,70.44,,
193,"Natural Gas, Opal, $ per MMBtu-I",2.64,2016-07-13,0.9707789171582248,38.34,71.59,,
194,"Natural Gas, Opal, $ per MMBtu-I",2.65,2016-07-14,0.9745596399981308,42.45,75.98,,
195,"Natural Gas, Opal, $ per MMBtu-I",2.46,2016-07-15,0.9001613499442714,49.89,79.51,,
196,"Natural Gas, Opal, $ per MMBtu-I",2.69,2016-07-18,0.9895411936137477,50.54,79.38,,
197,"Natural Gas, Opal, $ per MMBtu-I",2.69,2016-07-19,0.9895411936137477,52.67,80.51,,
198,"Natural Gas, Opal, $ per MMBtu-I",2.61,2016-07-20,0.959350221334602,49,82.02,,
199,"Natural Gas, Opal, $ per MMBtu-I",2.6,2016-07-21,0.9555114450274363,55.87,84.87,,
200,"Natural Gas, Opal, $ per MMBtu-I",2.68,2016-07-22,0.9858167945227654,47.7,82.78,,
201,"Natural Gas, Opal, $ per MMBtu-I",2.69,2016-07-25,0.9895411936137477,47.31,84.84,,
202,"Natural Gas, Opal, $ per MMBtu-I",2.61,2016-07-26,0.959350221334602,46.18,83.65,,
203,"Natural Gas, Opal, $ per MMBtu-I",2.67,2016-07-27,0.9820784724121582,47.76,83.42,,
204,"Natural Gas, Opal, $ per MMBtu-I",2.63,2016-07-28,0.9669838461896731,50.55,82.77,,
205,"Natural Gas, Opal, $ per MMBtu-I",2.73,2016-07-29,1.0043016091968684,49.15,83.39,,
206,"Natural Gas, Opal, $ per MMBtu-I",2.73,2016-08-01,1.0043016091968684,48.14,81.13,rain,
207,"Natural Gas, Opal, $ per MMBtu-I",2.63,2016-08-02,0.9669838461896731,50.84,79.28,,
208,"Natural Gas, Opal, $ per MMBtu-I",2.64,2016-08-03,0.9707789171582248,36.03,78.8,,
209,"Natural Gas, Opal, $ per MMBtu-I",2.73,2016-08-04,1.0043016091968684,49.73,79.47,,
210,"Natural Gas, Opal, $ per MMBtu-I",2.63,2016-08-05,0.9669838461896731,50.38,79.38,,
211,"Natural Gas, Opal, $ per MMBtu-I",2.68,2016-08-08,0.9858167945227654,48.8,76.65,rain,
212,"Natural Gas, Opal, $ per MMBtu-I",2.62,2016-08-09,0.9631743177730056,45.05,78.01,,
213,"Natural Gas, Opal, $ per MMBtu-I",2.57,2016-08-10,0.9439058989071284,44.1,74.2,,
214,"Natural Gas, Opal, $ per MMBtu-I",2.5,2016-08-11,0.9162907318741551,37.88,70.61,rain,
215,"Natural Gas, Opal, $ per MMBtu-I",2.58,2016-08-12,0.9477893989335261,39.67,73.79,,
216,"Natural Gas, Opal, $ per MMBtu-I",2.59,2016-08-15,0.9516578757114463,45.43,77.3,,
217,"Natural Gas, Opal, $ per MMBtu-I",2.53,2016-08-16,0.9282193027394288,52.89,79.33,,
218,"Natural Gas, Opal, $ per MMBtu-I",2.51,2016-08-17,0.9202827531436925,45.8,77.37,rain,
219,"Natural Gas, Opal, $ per MMBtu-I",2.48,2016-08-18,0.9082585601768908,43.51,70.68,,
220,"Natural Gas, Opal, $ per MMBtu-I",2.42,2016-08-19,0.883767540168595,36.02,72.07,,
221,"Natural Gas, Opal, $ per MMBtu-I",2.47,2016-08-22,0.9042181506398859,42.13,77.77,,
222,"Natural Gas, Opal, $ per MMBtu-I",2.54,2016-08-23,0.9321640810304452,35.14,71.98,,
223,"Natural Gas, Opal, $ per MMBtu-I",2.63,2016-08-24,0.9669838461896731,40.6,68.27,,
224,"Natural Gas, Opal, $ per MMBtu-I",2.65,2016-08-25,0.9745596399981308,35.69,64.28,,
225,"Natural Gas, Opal, $ per MMBtu-I",2.59,2016-08-26,0.9516578757114463,34.79,68.78,,
226,"Natural Gas, Opal, $ per MMBtu-I",2.78,2016-08-29,1.0224509277025455,50.41,79.67,,
227,"Natural Gas, Opal, $ per MMBtu-I",2.83,2016-08-30,1.0402767116551463,48.95,79.03,,
228,"Natural Gas, Opal, $ per MMBtu-I",2.73,2016-08-31,1.0043016091968684,48.37,80.28,,
229,"Natural Gas, Opal, $ per MMBtu-I",2.7,2016-09-01,0.9932517730102834,46.46,76.45,,
230,"Natural Gas, Opal, $ per MMBtu-I",2.52,2016-09-02,0.9242589015233319,44.33,75,,
231,"Natural Gas, Opal, $ per MMBtu-I",2.61,2016-09-06,0.959350221334602,40.42,66.95,,
232,"Natural Gas, Opal, $ per MMBtu-I",2.56,2016-09-07,0.9400072584914712,36.32,66.05,,
233,"Natural Gas, Opal, $ per MMBtu-I",2.61,2016-09-08,0.959350221334602,37.83,66.29,,
234,"Natural Gas, Opal, $ per MMBtu-I",2.6,2016-09-09,0.9555114450274363,26.54,61.59,,
235,"Natural Gas, Opal, $ per MMBtu-I",2.72,2016-09-12,1.000631880307906,39.28,62.68,,
236,"Natural Gas, Opal, $ per MMBtu-I",2.78,2016-09-13,1.0224509277025455,39.47,63.06,rain,
237,"Natural Gas, Opal, $ per MMBtu-I",2.77,2016-09-14,1.0188473201992472,34.2,51.4,rain,
238,"Natural Gas, Opal, $ per MMBtu-I",2.69,2016-09-15,0.9895411936137477,30.26,51.95,rain,
239,"Natural Gas, Opal, $ per MMBtu-I",2.64,2016-09-16,0.9707789171582248,32.01,60.52,,
240,"Natural Gas, Opal, $ per MMBtu-I",2.75,2016-09-19,1.0116009116784799,37.46,73.52,,
241,"Natural Gas, Opal, $ per MMBtu-I",2.88,2016-09-20,1.0577902941478545,40.2,74.79,,
242,"Natural Gas, Opal, $ per MMBtu-I",2.93,2016-09-21,1.075002423028976,44.33,71.23,,
243,"Natural Gas, Opal, $ per MMBtu-I",2.91,2016-09-22,1.0681530811834012,38.12,61.34,rain,
244,"Natural Gas, Opal, $ per MMBtu-I",2.83,2016-09-23,1.0402767116551463,32.87,42.23,rain,
245,"Natural Gas, Opal, $ per MMBtu-I",2.87,2016-09-26,1.0543120297715298,35.78,67.03,,
246,"Natural Gas, Opal, $ per MMBtu-I",2.81,2016-09-27,1.0331844833456545,39.98,70.47,,
