Price,Date,Log_Price,Low_Temp,Hi_Temp,Precip_Type,Snow_Amt,Low_Temp_log
2.74,2016-11-23,1.0079579203999791,50.73,76.86,rain,,3.9265174515785985
2.91,2016-11-28,1.0681530811834012,71.11,76.95,rain,,4.2642279738954265
3.03,2016-11-29,1.1085626195212777,61.6,80.49,rain,,4.120661870539474
3.29,2016-11-30,1.1908875647772803,41.4,66.11,rain,,3.7232808808312687
3.42,2016-12-01,1.229640551074514,46.55,63.01,,,3.840527003723076
3.41,2016-12-02,1.2267122912954254,51.54,66.18,rain,,3.942358205224219
3.6,2016-12-05,1.2809338454620642,52.82,62.05,rain,,3.9668899068689862
3.71,2016-12-06,1.3110318766193438,53.76,66.64,,,3.984529696214894
3.76,2016-12-07,1.324418957401803,49.37,63.75,,,3.8993429522707714
3.66,2016-12-08,1.297463147413275,35.75,51.5,rain,,3.5765502691400166
3.75,2016-12-09,1.3217558399823195,33.02,50.14,,,3.497113438491982
3.57,2016-12-12,1.2725655957915476,69.77,77.09,rain,,4.245204117951145
3.6,2016-12-13,1.2809338454620642,55.35,77.9,rain,,4.013676659154646
3.52,2016-12-14,1.2584609896100056,43.97,58.25,,,3.7835075831927187
3.55,2016-12-15,1.2669476034873244,40.75,55.31,,,3.7074558396868715
3.46,2016-12-16,1.2412685890696329,67.76,68.47,,,4.215972050343799
3.52,2016-12-19,1.2584609896100056,30.71,44.31,,,3.424588334452731
3.36,2016-12-20,1.2119409739751128,43.96,56.88,,,3.7832801295354206
3.48,2016-12-21,1.2470322937863831,59.75,66.9,,,4.09016919081162
3.57,2016-12-22,1.2725655957915476,60.24,67.94,,,4.098336583491638
3.59,2016-12-23,1.2781522025001877,62.98,74.14,,,4.142817215672879
3.67,2016-12-27,1.3001916620664788,66.76,78.72,,,4.2011040987936346
3.66,2016-12-28,1.297463147413275,66.3,75.64,,,4.194189897191817
3.68,2016-12-29,1.3029127521808397,41.09,70.47,,,3.7157647828953184
3.68,2016-12-30,1.3029127521808397,50.0,53.85,,,3.912023005428146
3.39,2017-01-03,1.2208299213923592,53.04,73.81,,,3.971046345877607
3.37,2017-01-04,1.2149127443642704,44.77,60.18,,,3.8015382722528743
3.3,2017-01-05,1.1939224684724346,36.76,67.29,rain,,3.6044102974874863
3.32,2017-01-06,1.1999647829283968,23.2,38.08,rain,,3.1441522786722644
3.12,2017-01-09,1.1378330018213911,54.96,61.71,,,4.006605647914094
3.21,2017-01-10,1.1662709371419244,61.87,74.01,,,4.125035409542898
3.28,2017-01-11,1.1878434223960523,63.61,75.09,,,4.152770690690713
3.32,2017-01-12,1.1999647829283968,64.81,77.46,,,4.171459912439625
3.36,2017-01-13,1.2119409739751128,60.48,77.34,,,4.102312731871278
3.31,2017-01-17,1.1969481893889715,67.58,76.48,,,4.213312081286144
3.25,2017-01-18,1.1786549963416462,66.94,76.2,,,4.203796695783181
3.21,2017-01-19,1.1662709371419244,61.58,67.63,rain,,4.120337142496354
3.21,2017-01-20,1.1662709371419244,62.88,76.82,rain,,4.141228148120951
3.15,2017-01-23,1.1474024528375415,45.48,65.98,,,3.8172726688823353
3.25,2017-01-24,1.1786549963416462,60.75,71.39,,,4.1067670822206574
3.25,2017-01-25,1.1786549963416462,49.17,76.14,rain,,3.895283681423848
3.42,2017-01-26,1.229640551074514,38.96,56.81,,,3.6625354787743345
3.29,2017-01-27,1.1908875647772803,44.56,53.36,,,3.7968365956190286
3.2,2017-01-30,1.1631508098056809,49.94,72.54,,,3.910822284851627
3.0,2017-01-31,1.0986122886681098,57.52,72.02,,,4.052132713412791
3.12,2017-02-01,1.1378330018213911,56.31,75.44,,,4.030872139266527
3.1,2017-02-02,1.1314021114911006,46.85,77.15,rain,,3.846951008684431
3.0,2017-02-03,1.0986122886681098,41.82,60.6,,,3.7333746940004877
2.92,2017-02-06,1.0715836162801904,66.27,74.92,,,4.193737306100135
3.04,2017-02-07,1.1118575154181305,68.45,76.59,rain,,4.226103551734458
3.05,2017-02-08,1.1151415906193205,51.03,78.75,,,3.93241369507588
3.1,2017-02-09,1.1314021114911006,46.28,67.91,,,3.834709902325476
2.93,2017-02-10,1.075002423028976,66.78,72.71,,,4.201403634515509
2.91,2017-02-13,1.0681530811834012,60.81,70.58,,,4.107754249132018
2.86,2017-02-14,1.0508216248317612,49.12,73.9,rain,,3.894266283838887
2.92,2017-02-15,1.0715836162801904,39.52,57.69,,,3.6768068728796672
2.82,2017-02-16,1.0367368849500225,46.58,66.18,,,3.841171264456195
2.75,2017-02-17,1.01160091167848,53.67,59.94,rain,,3.9828541861887374
2.52,2017-02-21,0.924258901523332,58.08,68.72,rain,,4.06182137051654
2.53,2017-02-22,0.9282193027394288,52.65,73.08,rain,,3.9636662385799846
2.6,2017-02-23,0.9555114450274363,60.71,76.23,rain,,4.106108429142343
2.49,2017-02-24,0.9122827104766164,52.25,76.78,rain,,3.9560398908449206
2.44,2017-02-27,0.8919980393051105,70.38,77.86,rain,,4.253909131893439
2.51,2017-02-28,0.9202827531436923,70.96,77.77,,,4.262116338001324
2.6,2017-03-01,0.9555114450274363,53.03,81.28,rain,,3.970857791149039
2.59,2017-03-02,0.9516578757114464,44.63,65.94,,,3.7984062786411785
2.51,2017-03-03,0.9202827531436923,47.56,70.16,,,3.861992071822581
2.68,2017-03-06,0.9858167945227654,69.89,74.06,,,4.246922577489038
2.58,2017-03-07,0.947789398933526,56.77,77.63,rain,,4.039008017182635
2.69,2017-03-08,0.9895411936137476,60.26,71.7,,,4.098668533702155
2.83,2017-03-09,1.0402767116551463,66.98,77.24,,,4.204394067366058
2.98,2017-03-10,1.091923300517313,64.12,78.15,rain,,4.160756327741352
3.06,2017-03-13,1.118414915964289,43.22,64.61,,,3.76630335107874
3.04,2017-03-14,1.1118575154181305,42.76,60.66,,,3.7556030861568446
3.0,2017-03-15,1.0986122886681098,43.55,61.01,,,3.7739097032985116
2.85,2017-03-16,1.0473189942805592,55.69,64.79,,,4.019800597601577
2.82,2017-03-17,1.0367368849500225,55.72,74.97,,,4.020339148911605
2.92,2017-03-20,1.0715836162801904,63.64,81.23,rain,,4.153242203469586
3.06,2017-03-21,1.118414915964289,63.08,81.46,rain,,4.1444037620948375
2.98,2017-03-22,1.091923300517313,62.42,83.74,rain,,4.133885736842633
2.93,2017-03-23,1.075002423028976,68.19,84.6,,,4.222297926532561
2.92,2017-03-24,1.0715836162801904,61.5,77.31,,,4.119037174812473
2.95,2017-03-27,1.0818051703517284,70.07,79.51,,,4.249494742382442
2.93,2017-03-28,1.075002423028976,69.92,81.88,,,4.24735173134728
3.03,2017-03-29,1.1085626195212777,65.11,79.97,rain,,4.176078147248771
3.07,2017-03-30,1.1216775615991057,54.72,75.71,rain,,4.002229273314295
3.1,2017-03-31,1.1314021114911006,59.2,79.12,,,4.0809215418899605
2.69,2017-11-02,0.9895411936137476,69.48,82.17,rain,,4.241038941372905
2.74,2017-11-03,1.0079579203999791,69.83,83.06,,,4.246063716857944
3.03,2017-11-06,1.1085626195212777,68.64,84.53,,,4.228875455179707
3.08,2017-11-07,1.1249295969854831,64.62,83.25,,,4.168523960396352
3.15,2017-11-08,1.1474024528375415,53.27,66.25,,,3.9753733209289077
3.18,2017-11-09,1.1568811967920856,46.85,59.63,rain,,3.846951008684431
3.14,2017-11-10,1.1442227999201622,47.13,69.0,,,3.8529097409356394
3.12,2017-11-13,1.1378330018213911,53.4,75.31,,,3.977810745966149
3.08,2017-11-14,1.1249295969854831,52.3,73.2,,,3.9569963710708773
3.11,2017-11-15,1.1346227261911428,54.73,76.56,,,4.0024120051558265
3.05,2017-11-16,1.1151415906193205,57.09,77.76,,,4.044628969976168
3.05,2017-11-17,1.1151415906193205,66.92,77.86,,,4.2034978761186235
3.05,2017-11-20,1.1151415906193205,46.6,62.07,,,3.8416005411316
3.05,2017-11-21,1.1151415906193205,52.96,70.89,rain,,3.9695369116287527
2.93,2017-11-22,1.075002423028976,36.08,64.45,rain,,3.585738695194423
2.82,2017-11-27,1.0367368849500225,42.61,69.54,,,3.7520889675118205
2.91,2017-11-28,1.0681530811834012,58.47,75.02,,,4.068513802187579
3.06,2017-11-29,1.118414915964289,65.14,79.22,,,4.176538799848087
2.94,2017-11-30,1.0784095813505905,49.82,73.75,rain,,3.9084165098340344
2.84,2017-12-01,1.043804052173115,48.31,71.91,,,3.8776385785663154
2.9,2017-12-04,1.0647107369924282,68.38,77.91,rain,,4.2250803842111555
2.86,2017-12-05,1.0508216248317612,42.61,80.92,rain,,3.7520889675118205
2.92,2017-12-06,1.0715836162801904,41.49,44.08,rain,,3.725452434344777
2.81,2017-12-07,1.0331844833456545,33.01,43.92,rain,,3.4968105458651015
2.75,2017-12-08,1.01160091167848,28.88,35.94,rain,,3.3631493140246254
2.8,2017-12-11,1.029619417181158,46.89,69.37,,,3.847804433101495
2.82,2017-12-12,1.0367368849500225,32.97,61.3,,,3.49559805708364
2.67,2017-12-13,0.9820784724121582,40.6,60.27,,,3.703768066607687
2.67,2017-12-14,0.9820784724121582,46.77,65.08,,,3.845241971737795
2.62,2017-12-15,0.9631743177730056,42.6,48.41,rain,,3.751854253275325
2.71,2017-12-18,0.9969486348916096,64.66,65.87,rain,,4.169142772297287
2.74,2017-12-19,1.0079579203999791,66.42,75.78,rain,,4.195998215948601
2.7,2017-12-20,0.9932517730102834,51.89,77.95,rain,,3.949126093379648
2.6,2017-12-21,0.9555114450274363,67.93,71.97,rain,,4.218477763203211
2.61,2017-12-22,0.9593502213346021,53.53,78.29,,,3.98024224440529
2.7,2017-12-26,0.9932517730102834,42.54,49.49,rain,,3.750444809772091
2.75,2017-12-27,1.01160091167848,35.15,43.11,rain,,3.5596246182566738
2.97,2017-12-28,1.0885619528146082,37.4,43.54,rain,,3.6216707044204863
3.58,2017-12-29,1.2753628004126092,49.27,55.55,,,3.8973153765558717
6.88,2018-01-03,1.928618651945252,24.67,41.35,snow,0.0,3.2055879305412653
4.42,2018-01-04,1.4861396960896067,30.29,48.21,rain,,3.410817625039146
2.9,2018-01-05,1.0647107369924282,32.79,49.54,,,3.4901235908565567
2.87,2018-01-08,1.0543120297715298,49.38,63.65,rain,,3.8995454839170334
2.9,2018-01-09,1.0647107369924282,51.97,55.91,,,3.9506666290203505
3.11,2018-01-10,1.1346227261911428,58.51,62.64,,,4.069197679800145
3.24,2018-01-11,1.175573329804238,36.28,70.5,rain,,3.591266625246936
4.0,2018-01-12,1.3862943611198906,30.31,41.19,rain,,3.4114776910697118
5.09,2018-01-16,1.6272778305624314,16.89,44.45,snow,0.237,2.826721730819709
3.87,2018-01-17,1.3532545070416904,20.0,30.98,,,2.995732273553991
3.38,2018-01-18,1.2178757094949273,28.89,42.64,snow,0.0,3.363495514478144
3.18,2018-01-19,1.1568811967920856,45.83,54.07,rain,,3.8249388985210326
3.13,2018-01-22,1.1410330045520618,40.2,69.79,rain,,3.6938669956249757
3.36,2018-01-23,1.2119409739751128,40.39,62.4,,,3.6985822295753215
3.56,2018-01-24,1.269760544863939,34.74,59.14,,,3.5478917608129588
3.57,2018-01-25,1.2725655957915476,46.26,62.27,,,3.8342776568032932
3.52,2018-01-26,1.2584609896100056,59.69,63.95,,,4.089164502180559
3.56,2018-01-29,1.269760544863939,37.93,64.34,rain,,3.6357423557008075
3.6,2018-01-30,1.2809338454620642,35.23,54.3,rain,,3.561897992353146
3.21,2018-01-31,1.1662709371419244,55.07,64.31,,,4.00860510327439
3.02,2018-02-01,1.1052568313867783,46.22,69.91,rain,,3.8334126048462345
2.86,2018-02-02,1.0508216248317612,45.36,55.58,rain,,3.8146306594194965
2.79,2018-02-05,1.0260415958332745,59.31,65.31,,,4.082777925850635
2.75,2018-02-06,1.01160091167848,66.55,74.54,rain,,4.197953544841121
2.73,2018-02-07,1.0043016091968684,41.72,68.24,rain,,3.7309806301325716
2.71,2018-02-08,0.9969486348916096,51.91,63.37,rain,,3.9495114498391377
2.61,2018-02-09,0.9593502213346021,65.36,74.33,rain,,4.1799104505517475
2.56,2018-02-12,0.9400072584914712,44.68,47.3,,,3.799525974201
2.57,2018-02-13,0.9439058989071284,63.91,71.93,rain,,4.157475843662191
2.51,2018-02-14,0.9202827531436923,65.37,78.9,,,4.180063437624638
2.49,2018-02-15,0.9122827104766164,67.58,78.76,rain,,4.213312081286144
2.48,2018-02-16,0.9082585601768908,66.22,80.25,,,4.1929825321191005
2.61,2018-02-20,0.9593502213346021,72.18,80.31,rain,,4.279162999214643
2.65,2018-02-21,0.9745596399981308,73.14,78.66,rain,,4.292375412721235
2.6,2018-02-22,0.9555114450274363,70.04,81.62,,,4.249066507417651
2.55,2018-02-23,0.9360933591703348,72.17,80.22,rain,,4.279024447084182
2.59,2018-02-26,0.9516578757114464,59.02,72.45,rain,,4.077876369514794
2.6,2018-02-27,0.9555114450274363,69.74,76.12,,,4.2447740412475055
2.61,2018-02-28,0.9593502213346021,70.23,79.79,,,4.251775570170929
2.61,2018-03-01,0.9593502213346021,57.1,77.87,,,4.044804116661965
2.63,2018-03-02,0.9669838461896731,49.59,71.02,,,3.9037892005010426
2.67,2018-03-05,0.9820784724121582,50.09,76.81,,,3.9138213873695253
2.73,2018-03-06,1.0043016091968684,48.3,68.67,rain,,3.877431560658527
2.77,2018-03-07,1.0188473201992472,43.82,59.11,,,3.7800903341673204
2.71,2018-03-08,0.9969486348916096,41.91,64.22,,,3.73552446193698
2.68,2018-03-09,0.9858167945227654,56.02,66.91,,,4.0257087698319625
2.77,2018-03-12,1.0188473201992472,39.84,61.61,,,3.6848714327163976
2.76,2018-03-13,1.0152306797290584,40.99,64.5,,,3.7133281345162463
2.66,2018-03-14,0.9783261227936078,41.42,67.25,,,3.723763855967438
2.67,2018-03-15,0.9820784724121582,61.33,69.79,,,4.116269119637892
2.61,2018-03-16,0.9593502213346021,67.91,75.79,rain,,4.2181832991257
2.63,2018-03-19,0.9669838461896731,54.34,84.58,,,3.9952606039982017
2.66,2018-03-20,0.9783261227936078,45.48,68.47,,,3.8172726688823353
2.7,2018-03-21,0.9932517730102834,45.29,69.86,,,3.8130862575681226
2.62,2018-03-22,0.9631743177730056,49.88,72.94,,,3.909620120811836
2.56,2018-03-23,0.9400072584914712,63.19,75.12,,,4.146146060785364
2.58,2018-03-26,0.947789398933526,69.95,80.16,,,4.24778070111149
2.6,2018-03-27,0.9555114450274363,72.17,81.07,,,4.279024447084182
2.64,2018-03-28,0.9707789171582248,60.0,79.61,,,4.0943445622221
2.75,2018-03-29,1.01160091167848,59.33,71.48,rain,,4.083115080270552
